id,text,date_est,business_hours,cal_week
205,"The farmers are really happy with the new China Trade Deal and the soon to be signed deal with Mexico and Canada, but I hope the thing they will most remember is the fact that I was able to take massive incoming Tariff money and use it to help them get through the tough times!",2020-01-16T15:14:29Z,business hours,3
206, ✓ SIGNED just signed the Phase One Trade Agreement with China. This is the SECOND historic trade deal Re…,2020-01-16T04:40:15Z,non-business hours,3
207, Thank you and My Administration will always be there for the Great People of Tennessee. Toget…,2020-03-08T04:02:59Z,non-business hours,10
208," Donates His Quarterly Salary to Help Fight Coronavirus, Find Vaccine",2020-03-08T04:02:15Z,non-business hours,10
209,"So much of the Lamestream Media is writing and broadcasting stories with facts that are made up and knowingly wrong. They are doing it by quoting unnamed sources that simply do not exist. These are very dangerous ; corrupt people, who will do anything to win. NAME YOUR SOURCES!",2020-03-28T12:13:36Z,non-business hours,13
210,"Pelosi doesn’t want to hand over The Arles of Impeachment, which were fraudulently produced by corrupt poliians like Shifty Schiff in the first place, because after all of these years of investigations and persecution, they show no crimes and are a joke and a scam!",2020-01-09T12:21:44Z,non-business hours,2
211, There will be no haggling with the House over Senate procedure. We will noede our authority to try this impeachment. T...,2020-01-09T12:04:48Z,non-business hours,2
212,At least they admit it. The Failing ; never correct their Fake Reporting!,2020-04-29T13:09:39Z,business hours,18
213,"WOW! Sleepy Joe doesn’t know where he is, or what he’s doing. Honestly, I don’t think he even knows what office he's running for!",2020-03-03T04:23:55Z,non-business hours,9
214, Uncouth is too polite. #PelosiTantrum,2020-02-05T13:16:05Z,non-business hours,6
215, Breaking: Mueller’s team was told by key witness in that Russia collusion evidence found in Ukraine was fabricate…,2020-02-07T17:41:38Z,business hours,6
216, Morning in America 🇺🇸,2020-02-07T17:41:18Z,business hours,6
217,"We have now learned for sure that the Democrats don’t want anything to do with Crazy Bernie. Rigged? First ; quit the race ; come out for Sleepy Joe BEFORE Super Tuesday. Pocahontas says NO ; quits race AFTER ELECTION, thereby depriving Bernie of at..",2020-03-08T04:42:07Z,non-business hours,10
218,THANK YOU,2020-04-29T14:42:56Z,business hours,18
219, “ Signs Phase One Trade Deal with China”,2020-01-16T01:53:16Z,business hours,3
220, Natl Security officials gave a compelling briefing to Senators just now. They answered every important question. Anyone w...,2020-01-09T12:01:34Z,non-business hours,2
221," Former Obama officials , their media protors can howl all they want.It’s a FACT that as part of #IranDeal they delive...",2020-01-09T12:01:03Z,non-business hours,2
222,"Heading to the Great State of Virginia now, will be there shortly. The #USNSComfort is “loaded to the gills” at Naval Station Norfolk, departing for New York City this afternoon.",2020-03-28T16:56:36Z,business hours,13
223," “As long as I am President of the United States, Iran will never be allowed to have a nuclear weapon.”",2020-01-09T11:55:17Z,non-business hours,2
224, WATCH: on the Blue Collar Boom and rising wages under,2020-01-09T11:54:09Z,non-business hours,2
225," Instead of atking with Iranian talking points about “needless provocations,” Pelosi should be suppor...",2020-01-09T11:53:51Z,non-business hours,2
226,"One of the greatest trade deals ever made! Also good for China and our long term relationship. Billion Dollars will be coming back to our Country, and we are now in a great position for a Phase Two start. There has never been anything like this in U.S. history! USMCA NEXT!",2020-01-16T13:41:21Z,non-business hours,3
227," Sleepy Joe💤in St. Louis, Missouri today: “We can only re-elect #KAGLandslideVictory🇺🇸",2020-03-08T04:45:03Z,non-business hours,10
228,"No, I think Amash would make a wonderful candidate, especially since he is way behind in his district and has no chance of maintaining his Congressional seat. He almost always votes for the Do Nothing Dems anyway. I like him even more than Jill Stein!",2020-04-29T14:55:22Z,business hours,18
229," WOW! Mr President, this woman, Lynn, has never voted in her entire life until she was years old. At the time she voted fo…",2020-02-01T21:49:18Z,business hours,5
230, President Trump's best week ever continues 👇,2020-02-07T17:42:16Z,business hours,6
231,Thank you,2020-03-08T05:24:08Z,non-business hours,10
232,دولت ایران باید به گروه‌های حقوق بشر اجازه بدهد حقیقت کنونی اعتراضات در جریان مردم ایران را نظارت کرده و گزارش بدهند. نباید شاهد کشتار دوباره ی معترضان مسالمت آمیز و یا قطع اینترنت باشیم. جهان نظاره گر این اتفاقات است.,2020-01-11T22:50:01Z,business hours,2
233,"Texas ; Oklahoma: Mini Mike Bloomberg will kill your drilling, fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!",2020-03-03T13:24:48Z,non-business hours,9
234,"Another win just in. Nervous Nancy Pelosi and the Democrats in Congress sued me, thrown out. This one unanimous, in the D.C. Circuit. Witch Hunt!",2020-02-07T17:51:42Z,business hours,6
235,"I am giving consideration to a QUARANTINE of developing “hot spots”, New York, New Jersey, and Connecut. A decision will be made, one way or another, shortly.",2020-03-28T17:31:58Z,business hours,13
236," ""We are grateful to for proting our nation’s food supply,"" said Pres. ; CEO Julie Ann…",2020-04-29T18:03:36Z,business hours,18
237," The first partisan impeachment in U.S. history hasn’t been short on distractions, misleading statements, and even outright…",2020-01-31T14:34:25Z,business hours,5
238," Brighter days are ahead for Louisiana and by working together with our federal officials, I know we will get through this…",2020-04-29T20:16:34Z,business hours,18
239,Go Admiral Ronny!,2020-03-03T13:30:21Z,non-business hours,9
240,"Great to be in Charlotte, North Carolina as we expand and grow this unprecedented economic momentum. Today, we launched a brand new nationwide caign to revitalize under-served cities and towns across America – it’s called OPPOUNITY NOW!",2020-02-07T20:00:51Z,business hours,6
241," Using the powers of the surveillance state to spy on a polial opponent’s caign is what you’d expect from Russia,…",2020-01-16T15:17:52Z,business hours,3
242," Tennesseans care about serious issues: trade relations, border security, and lasting tax relief. Democrats care abou…",2020-01-16T15:16:57Z,business hours,3
243,"We have a perfectly coordinated and fine tuned plan at the White House for our atk on CoronaVirus. We moved VERY early to close borders to certain areas, which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad!",2020-03-08T12:45:45Z,non-business hours,10
244, I want to remind all the lie filled leftist hypocrites of what happened in when they were all fine with Democrats block…,2020-02-02T02:57:52Z,non-business hours,5
245, LIVE: President at Send-Off for USNS Comfort,2020-03-28T20:41:41Z,business hours,13
246,"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted against the Impeachment Hoax. was all in (a great person). I was told by many that Manchin was just a puppet for Schumer ; Pelosi. That’s all he is!",2020-02-07T21:57:25Z,business hours,6
247,"I was very surprised ; disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s totally partisan Impeachment Hoax. No President has done more for the great people of West Virginia than me (Pensions), and that will....",2020-02-07T21:57:24Z,business hours,6
248,"The New York Times is an embarrassment to journalism. They were a dead paper before I went into polis, and they will be a dead paper after I leave, which will be in years. Fake News is the Enemy of the people!",2020-03-08T16:23:39Z,business hours,10
249," ""This LSU team will long be remembered as one of the greatest in college football history.""",2020-01-17T18:42:31Z,business hours,3
250, Our nation has le supply of food—and President is clearing the bottleneck and ensuring that our farmers…,2020-04-29T20:17:16Z,business hours,18
251, I again want to thank and for supporting the people of Louisiana during this difficult time. We had…,2020-04-29T20:16:31Z,business hours,18
252,"Who knows what this means, but it sounds good to me!",2020-03-08T22:18:35Z,business hours,10
253,"After years building up other countries, we are finally rebuilding OUR Country. From our inner cities to our rural communities, the forgotten men and women of America are forgotten NO LONGER! #OpportunityNow",2020-02-07T23:26:59Z,business hours,6
254," ""We will stop at nothing to prot the people of our country."" - #COVID #USNavyAlwaysThere",2020-03-28T22:24:03Z,business hours,13
255, LIVE: POTUS holds a roundtable with industry executives,2020-04-29T20:19:43Z,business hours,18
256,"New book by already number , “The MAGA Doctrine”. Really great, SUPPO CHARLIE KIRK. Buy now!",2020-03-03T14:00:33Z,business hours,9
257, Joined President in the Situation Room last night upon reports the Islamic Republic of Iran had launched m...,2020-01-09T11:52:28Z,non-business hours,2
258, Vice President The American People can rest easier tonight because of the leadership of and th...,2020-01-09T11:51:30Z,non-business hours,2
259,See you later!,2020-01-09T11:47:40Z,non-business hours,2
260,"Had a very good meeting with of Saudi Arabia. We discussed Trade, Military, Oil Prices, Security, and Stability in the Middle East!",2020-01-07T19:05:20Z,business hours,1
261,Great interview with Kevin McCarthy on “There was no urgency with the Arles of Impeachment because there was no case.”,2020-01-07T13:27:12Z,non-business hours,1
262,"Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a choker!",2020-03-03T14:30:27Z,business hours,9
263, The #WomenForTrump bus tour with and has begun! I love seeing all t…,2020-01-17T13:25:47Z,non-business hours,3
264," BREAKING: US Senate joins House in passing the new USMCA trade deal, a key initiative for President Trump that replaces th…",2020-01-17T13:19:37Z,non-business hours,3
265, BREAKING: The Senate just passed the USMCA. Next stop: desk for his signature. I’m grateful to the President fo…,2020-01-17T00:17:12Z,business hours,3
266, This agreement has overwhelming bipartisan support. #USMCA will continue to raise family incomes and create even more g…,2020-01-16T15:21:28Z,business hours,3
